ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
45662,Astrid Hnschen,F,25,170,63,Germany,GER,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
46156,Christine Harris,F,24,168,63,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,NA
46189,Sylvia Harris,F,27,175,66,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
46806,Nami Hayakawa,F,23,166,62,Japan,JPN,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
46807,Ren Hayakawa,F,24,179,65,Japan,JPN,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
46816,Yuki Hayashi,F,23,163,65,Japan,JPN,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
46816,Yuki Hayashi,F,31,163,65,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
46943,He Ying,F,19,170,68,China,CHN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,Silver
46943,He Ying,F,23,170,68,China,CHN,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
46943,He Ying,F,27,170,68,China,CHN,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
47292,Minna Kaarina Heinonen (-Koivisto),F,21,173,65,Finland,FIN,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
47376,Joanna Helbin (-Pawlik),F,28,169,64,Poland,POL,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
47593,Leanda Hendricks,F,33,NA,NA,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
47823,Lina Herasymenko,F,21,NA,NA,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
48260,Ursula Hess,F,37,161,53,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
48261,Wenche-Lin Mobergslien Hess,F,21,171,64,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
48261,Wenche-Lin Mobergslien Hess,F,25,171,64,Norway,NOR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
48403,Nathalie Hibon,F,19,168,58,France,FRA,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
48403,Nathalie Hibon,F,23,168,58,France,FRA,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
48867,Anja Hitzler,F,21,173,61,Germany,GER,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
48867,Anja Hitzler,F,25,173,61,Germany,GER,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
49882,Barbora Horkov,F,39,180,84,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
50555,Htwe San Yu,F,29,167,57,Myanmar,MYA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
50972,Karen Hultzer,F,46,175,95,South Africa,RSA,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
51774,Yukiko Ikeda,F,21,162,48,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
52135,Alice Ingley,F,23,172,80,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
52298,Cristina Ioriatti,F,27,170,59,Italy,ITA,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
52541,Hiroko Ishizu,F,27,160,51,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
52894,Gun Ylva Marianne Ivarsson (-Haglund),F,19,172,57,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
52957,Beata Iwanek (-Rozwd),F,24,171,62,Poland,POL,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
53309,Maja Buskbjerg Jager,F,20,168,55,Denmark,DEN,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
53650,Jang Sun-Yong,F,24,162,56,North Korea,PRK,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,NA
53907,Jargalyn Otgon,F,35,NA,NA,Mongolia,MGL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
53907,Jargalyn Otgon,F,39,NA,NA,Mongolia,MGL,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
54321,Melissa Jennison (-Morgan),F,18,167,89,Australia,AUS,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
54321,Melissa Jennison (-Morgan),F,22,167,89,Australia,AUS,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
55225,Svea Maj-Britt Johansson,F,43,160,NA,Sweden,SWE,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
55536,Faye Barbara Lillian Johnstone,F,30,NA,NA,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
55804,Carina Margareta Jonsson (Sundstrm-),F,19,169,59,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
55856,Joo Hyun-Jung,F,26,165,59,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
56149,Ju Chun-Sam,F,21,NA,NA,North Korea,PRK,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
56418,Carita Ann-Marie Jussila,F,32,164,59,Finland,FIN,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,NA
56616,Amornrat Kaewphaitoon,F,32,156,59,Thailand,THA,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,NA
57048,Nada Mamaduh Diyab Kamel,F,21,162,66,Egypt,EGY,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
57105,Albina Kamoliddinova,F,39,160,70,Tajikistan,TJK,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
57227,Kang Un-Ju,F,21,168,60,North Korea,PRK,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
57244,Miki Kanie,F,23,162,64,Japan,JPN,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
57496,Anna Anatolyevna Karasyova,F,22,166,59,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
57496,Anna Anatolyevna Karasyova,F,26,166,59,Belarus,BLR,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
57666,Karma,F,26,163,51,Bhutan,BHU,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
58187,Kaori Kawanaka,F,20,159,51,Japan,JPN,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
58187,Kaori Kawanaka,F,25,159,51,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
58203,Yukari Kawasaki,F,27,172,62,Japan,JPN,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
58216,Sayoko Kawauchi-Kitabatake,F,21,163,57,Japan,JPN,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
58216,Sayoko Kawauchi-Kitabatake,F,25,163,57,Japan,JPN,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
58216,Sayoko Kawauchi-Kitabatake,F,29,163,57,Japan,JPN,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
58292,Linda Kazienko,F,29,175,61,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
58904,Zekiye Keskin atr,F,24,165,57,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
58904,Zekiye Keskin atr,F,28,165,57,Turkey,TUR,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
58904,Zekiye Keskin atr,F,32,165,57,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
59520,Ki Bo-Bae,F,24,167,57,South Korea,KOR,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,Gold
59520,Ki Bo-Bae,F,28,167,57,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Bronze
59922,Kim Gyeong-Uk,F,26,NA,NA,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,Gold
59944,Kim Ho-Gyu,F,21,169,NA,North Korea,PRK,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
59962,Kim Hyang-Min,F,30,162,NA,North Korea,PRK,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
60052,Kim Jin-Ho,F,22,164,54,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,Bronze
60068,Kim Jo-Sun,F,21,NA,NA,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
60079,Kim Jong-Hwa,F,22,NA,NA,North Korea,PRK,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
60179,Kim Nam-Sun,F,20,170,65,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,Silver
60274,Kim Su-Nyeong,F,17,165,58,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,Gold
60274,Kim Su-Nyeong,F,21,165,58,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,Silver
60274,Kim Su-Nyeong,F,29,165,58,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,Bronze
60507,"Katrina Jane ""Trena"" King (-De Steven)",F,26,172,68,United States,USA,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
60866,Tmea Kiss,F,19,175,52,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
60866,Tmea Kiss,F,23,175,52,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
60888,Kyoko Kitahara,F,37,165,58,Japan,JPN,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
61065,Katarzyna Klata (-Kowalska),F,23,170,60,Poland,POL,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
61851,Kinue Kodama,F,23,167,67,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
62013,Misato Koide,F,17,159,61,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
62879,Edyta Anna Korotkin,F,20,172,60,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
63397,Judit Kovcs,F,24,168,63,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,NA
63397,Judit Kovcs,F,36,168,63,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
63397,Judit Kovcs,F,40,168,63,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
63432,Viktoriya Oleksandrivna Koval,F,23,170,63,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
63487,Valentyna Ivanivna Kovpan,F,26,168,60,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,Silver
64164,Claudia Kriz,F,31,156,52,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
64918,Deepika Kumari,F,18,163,61,India,IND,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
64918,Deepika Kumari,F,22,163,61,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
64919,Reena Kumari,F,20,165,69,India,IND,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
65052,Taru Kuoppa,F,32,173,63,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
65464,Khatuna Kvrivishvili-Lorig,F,18,170,64,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
65464,Khatuna Kvrivishvili-Lorig,F,22,170,64,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
65464,Khatuna Kvrivishvili-Lorig,F,26,170,64,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
65464,Khatuna Kvrivishvili-Lorig,F,34,170,64,United States,USA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
65464,Khatuna Kvrivishvili-Lorig,F,38,170,64,United States,USA,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
65513,Kwon Un-Sil,F,24,160,52,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
65513,Kwon Un-Sil,F,28,160,52,North Korea,PRK,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
65967,Lai Fang-Mei,F,27,168,51,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
65967,Lai Fang-Mei,F,31,168,51,Chinese Taipei,TPE,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
66521,Lindsay A. Langston (-Shriner),F,17,NA,NA,United States,USA,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
66892,Karin Linna Larsson,F,24,168,60,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
67055,"Lan Fong ""Macy"" Lau",F,28,160,53,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
67162,Louise Klingenberg Laursen,F,20,170,60,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
67162,Louise Klingenberg Laursen,F,24,170,60,Denmark,DEN,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
67472,Le Chien-Ying,F,22,165,69,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
67472,Le Chien-Ying,F,26,165,69,Chinese Taipei,TPE,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
67855,Lee Eun-Gyeong,F,20,NA,NA,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
68132,Lee Seong-Jin,F,19,164,65,South Korea,KOR,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,Silver
68132,Lee Seong-Jin,F,27,164,65,South Korea,KOR,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
68232,Miranda Leek,F,19,163,75,United States,USA,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
68618,Lucille Goyette Lemay,F,25,157,53,Canada,CAN,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,NA
68618,Lucille Goyette Lemay,F,34,157,53,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
68744,Lilli Margrethe Lentz (Christensen-),F,47,172,NA,Denmark,DEN,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
68817,Irina Leonova,F,35,NA,NA,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
68987,Natalia Leniak,F,21,165,74,Poland,POL,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
69239,Kirstin Jean Lewis,F,20,183,75,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
69239,Kirstin Jean Lewis,F,24,183,75,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
69239,Kirstin Jean Lewis,F,28,183,75,South Africa,RSA,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
69293,Anna cka (-Dobrowolska),F,20,171,57,Poland,POL,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
69297,Rinzi Lham,F,16,163,57,Bhutan,BHU,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
69298,Namgyal Lhamu,F,18,163,57,Bhutan,BHU,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
69440,Li Lingjuan,F,18,166,62,China,CHN,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,Silver
69453,Li Myong-Gum,F,24,NA,NA,North Korea,PRK,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
69973,Lin Jia-En,F,19,166,55,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
69992,Lin Sang,F,26,168,65,China,CHN,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
69994,Lin Shih-Chia,F,23,160,65,Chinese Taipei,TPE,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
70004,Lin Ya-Hua,F,20,163,65,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
70007,Lin Yi-Yin,F,19,168,54,Chinese Taipei,TPE,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
70007,Lin Yi-Yin,F,23,168,54,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
70007,Lin Yi-Yin,F,27,168,54,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
70379,Pia Carmen Maria Lionetti,F,21,161,58,Italy,ITA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
70379,Pia Carmen Maria Lionetti,F,25,161,58,Italy,ITA,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
70395,Karina Lipiarska-Paka,F,29,174,64,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
70621,Liu Pi-Yu,F,19,168,64,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
70621,Liu Pi-Yu,F,23,168,64,Chinese Taipei,TPE,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
70621,Liu Pi-Yu,F,31,168,64,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
70943,Yuliya Lobzhenidze,F,38,177,80,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
71111,Begl Lklolu,F,23,161,58,Turkey,TUR,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
71239,Alexandra Longov,F,22,173,51,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
71584,Ketevan Losaberidze,F,23,162,75,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
71584,Ketevan Losaberidze,F,30,162,75,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,Gold
71912,Lu Jui-Chiung,F,20,163,52,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
72742,Ma Shaorong,F,17,171,61,China,CHN,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
72747,Ma Xiangjun,F,23,171,65,China,CHN,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
72747,Ma Xiangjun,F,27,171,65,China,CHN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
73150,Maria Mczyska (-Cugowska),F,40,155,62,Poland,POL,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
73759,Laxmirani Majhi,F,27,161,56,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
74338,Claudia Mandia,F,23,170,74,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
74584,May Mansour,F,19,165,62,Egypt,EGY,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
74587,Reem Mansour,F,22,169,76,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
74801,Veronika Serhivna Marchenko,F,23,157,48,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
75357,Veronique Marrier D'Unienville,F,41,175,60,Mauritius,MRI,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
75509,Adriana Rosa Martn Lzaro,F,20,162,65,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
75611,Montserrat Martn Moncusi,F,18,156,56,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
75713,Edisbel Martnez Rodrguez.,F,20,172,65,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
76621,Sayami Matsushita,F,22,169,58,Japan,JPN,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
76680,Myfanwy Ann Matthews,F,20,174,60,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
77214,Jennifer Mbuta,F,27,NA,NA,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
78074,Mara C. Medina,F,28,173,64,Puerto Rico,PUR,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,NA
78775,Barbara Mensing,F,35,170,70,Germany,GER,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
78775,Barbara Mensing,F,39,170,70,Germany,GER,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
78888,Pivi Aulikki Meriluoto-Aaltonen,F,27,171,61,Finland,FIN,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,Bronze
78888,Pivi Aulikki Meriluoto-Aaltonen,F,31,171,61,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
78888,Pivi Aulikki Meriluoto-Aaltonen,F,35,171,61,Finland,FIN,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
80261,Alexandra Mirca,F,22,168,70,Moldova,MDA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
82453,Justyna Mospinek,F,20,168,71,Poland,POL,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
82453,Justyna Mospinek,F,24,168,71,Poland,POL,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
82635,Elena Mousikou,F,19,166,57,Cyprus,CYP,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
82733,Anna Mozhar,F,22,NA,NA,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
82931,"Lela Viola ""Vi"" Muir",F,37,170,NA,Canada,CAN,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
83208,Yekaterina Nikolayevna Mulyuk-Timofeyeva,F,31,162,53,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
83208,Yekaterina Nikolayevna Mulyuk-Timofeyeva,F,35,162,53,Belarus,BLR,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
83382,Tetiana Stepanivna Muntian,F,20,168,62,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
83627,Makhlukhanum Musayevna Murzayeva,F,29,NA,NA,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
83860,Linda Ann Myers,F,25,170,62,United States,USA,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
83860,Linda Ann Myers,F,29,170,62,United States,USA,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,NA
83989,Nargis Nabiyeva,F,38,168,60,Tajikistan,TJK,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
84073,Saori Nagamine,F,23,166,60,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
84276,Keiko Nakagomi,F,18,160,52,Japan,JPN,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
84276,Keiko Nakagomi,F,22,160,52,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
84577,Natalia Nasaridze-akir,F,19,170,55,Turkey,TUR,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
84577,Natalia Nasaridze-akir,F,23,170,55,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
84577,Natalia Nasaridze-akir,F,27,170,55,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
84577,Natalia Nasaridze-akir,F,31,170,55,Turkey,TUR,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
84694,Natjavyn Dariimaa,F,22,156,51,Mongolia,MGL,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
84694,Natjavyn Dariimaa,F,26,156,51,Mongolia,MGL,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,NA
85224,Zahra Nemati,F,31,176,60,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
85652,Ng Wing Nga,F,21,165,53,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Women's Individual,NA
85816,Jennifer L. Nichols,F,20,183,63,United States,USA,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
85816,Jennifer L. Nichols,F,24,183,63,United States,USA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
85816,Jennifer L. Nichols,F,28,183,63,United States,USA,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,NA
86214,Sarah de Oliveira Nikitin,F,27,170,75,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
86788,Carla Nolpa (Kukla-),F,26,172,58,West Germany,FRG,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,NA
87231,Joanna Nowicka-Kwana,F,22,164,60,Poland,POL,1988 Summer,1988,Summer,Seoul,Archery,Archery Women's Individual,NA
87231,Joanna Nowicka-Kwana,F,25,164,60,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
87231,Joanna Nowicka-Kwana,F,29,164,60,Poland,POL,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,NA
87231,Joanna Nowicka-Kwana,F,34,164,60,Poland,POL,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
87305,Wiebke Nulle,F,24,181,64,Germany,GER,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,NA
87393,Laura Nurmsalu,F,22,170,70,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
87599,O Gwang-Sun,F,16,162,63,North Korea,PRK,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,NA
87822,Patricia Gerardina Obregn Jimnez,F,40,NA,NA,Costa Rica,CRC,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
