Review,Liked
"""You got any beans? Beans is good. You just eat them and you go."" I couldn't help but laugh at that bit of dialog. Beans are the musical fruit, you know. The more you eat them, the more you go toot, toot, toot.<br /><br />Hmmmm... OK, i can understand why the actors were in this because they needed paychecks to pay their bills with, but i'm not really too sure what the intentions of the director and the writer were. Even after watching the making-of documentary in the DVD extras.<br /><br />Mike Rooker gave this a performance it really didn't deserve. I've seen him in other movies MUCH better than this one. What would have vastly improved this movie was to throw everything out, keep Rooker and instead made another entry into ""The Substitute"" franchise. Rooker would have made for a terrific substitute teacher who instructs naughty and morally-impaired youth regarding the error of their ways and how they can become more useful and productive members of society.<br /><br />Casper, you really shouldn't be just pushing through the undergrowth like that as you could get poison oak. Whoops. Never mind. I guess poison oak is the least of your worries now. Well, at least this time your croaking wasn't done by the tail of giant python. There are few things more embarrassing than being skewered through the chest by a giant snake. At least the death scene in this movie had a bit more dignity to it. As well as a more liberal smearing of karo syrup and red food dye. Nothing says sad and tragic death like the liberal use of karo and red dye!<br /><br />First time i've seen a monster wear a shiny rayon cape with a fur collar ruff. First time for everything, i guess. Just to be nitpicky, though, if this was an Indian ghost, how come it looked exactly like a monster out of European culture and folklore? Wouldn't the monster have been more sort of more indianish?<br /><br />While i did watch this all the way to the end credits, i don't realistically believe that i could in good faith recommend it to others.",0
"""You know - I've been in some towns where the girls weren't all that pretty. In fact I've been in some towns where they're downright ugly. But it's the first time I've been in a town where there are no girls at all"" I am sure the fans of great classic remember this phrase that belongs to Vin... one of the TRULY magnificent seven (from the first movie)...<br /><br />Now I'd want to re-phrase him here. You know - I've seen some movies where the plot isn't all that good. In fact I've seen some movies where the plot is terrible, but that's first time in my life that I saw the film where there isn't any plot at all.<br /><br />OK. Maybe my above statement is little bit over the top, but honestly... how one can call the plot a crap that is going on in this movie. The bad guy (oh, don't ask me to give you his name, because I don't remember and his not even somehow close to Calvera who's name and character is unforgettable...) is trying to build the church in the name of his late sons, that were killed in some battle, and this bad guy is kidnapping poor villagers to force them to build the church...<br /><br />first of all how big must be church to have to force hundreds of villagers to build it... is it some Egyptian pyramid or something? but OK, let's stop here about the plot and absolutely forgettable character of a bad guy and let's say few words about The Seven itself...<br /><br />Yul brynner's good old Chris, always calm, always silent, talking less but talking wise is gone (unfortunately). Oh no... he's as calm as he was... but now, he's calmness are so fake that you just don't buy it. (imagine, he meets a good old friend Chico, who he must rescue after so many years and there is just a few ""hi, Hello"" and not even handshake (as far as I remember))... honestly, it looks more like meeting of two strangers in some internet chat, rather then meeting of Chris and Chico. That makes ""new Chris"" more look like robocop or terminator rather then our beloved wise quickgun...<br /><br />I won't stop here talking about other characters. There simply aren't ANY... (imagine if strong actor like Yul Brynner is so much fake forgettable, then what will be other characters look like)...<br /><br />There still are some attempts to give us a background story for each one of them... for example one is women favorite guy, second is a man with dark past who's wife was raped and killed by indians and he since then is killing everyone and everything that is moving... but non of these characters are making any sense or non of them can take your heart.<br /><br />I remember I was a little child and when O'reilly (Charles Bronson's character) died in the first movie I was crying. Here, I just didn't care about each one of them... even if whole of them with all the crew of the film would die, it seems I wouldn't care more...<br /><br />So, please, go and SEE THIS MOVIE... I recommend it, because you won't have the other chance to see something worse then it.",0
"""You were on your way up and you tripped on a skirt !"" Gilligan says to Jim Leonard. That sums up the plot of this story of up and coming Leonard (a YOUNG Humphrey Bogart) when his dream gets sidetracked by the bombshell heiress Carol, played by Dorothy Mackaill. Leonard has been working on a new and improved motor, but now his love life and motor company both have their ups and downs in this 68 minute shortie. Bogart hadn't developed the quiet, brooding style yet. Good performances by most of the supporting characters - her butler, his co-workers, a sister, interlopers along the way. Some adult themes, since it was done just before they really enforced the film code, but it's still tame compared to what is on TV today. Directed by Thornton Freeland, a year before Freeland directed the incredible ""Flying Down to Rio"".",1
"""You're not going to shoot those little creatures. In the first place, they haven't done you any harm. In the second place, they may be radioactive."" Ah, the joys of no-budget 50s sci-fi Yet despite the odd gem like that, Superman and the Mole-Men is pretty uninspiring going even with a lean 58-minute running time. It's beyond cheap (the one shot of Superman flying is an incredibly inept few frames of animation) and pretty dull with it, though it has a surprisingly altruistic message  the mute Mole-Men, diminutive actors with enlarged skulls and fur coats who look more like Mr Mxyzptlk without the hat than subterranean critters, released from their underground world by oil drilling are not malicious, merely misunderstood, and George Reeves' Man of Steel tries to prevent the local small-town mob led by Jeff Corey from killing them. An interesting counterpoint to the paranoia of the day, perhaps, but with little more than good intentions to recommend it.",0
"""Zabriskie Point"" (1970): This was especially interesting to me on a personal level, since it takes place under identical circumstances, with identical peers, in my own life  the Counter Culture movement of the late 60's/early 70's, on and off campus. We follow two unrelated young people in separate stories, who are slowly woven together. One is a young man in Los Angeles, tired of all the endless, pseudo-revolutionary jabber in the classrooms and lunchrooms of his campus, and, the other, a young woman driving to Phoenix to see her father & employer, and take on an ""establishment"" job. The film is FULL of our Italian director's (Michelangelo Antonioni) visual notations of America, and, the confused, psychedelicrazies of that era's self-righteous, ""we know it all, we'll change everything for the better"" youth. Just who IS the ""revolutionary""? What does that REALLY mean? Do you dress like one and march around chanting? Do you ""fly in under the radar"" but give advance notice of your arrival? Do you keep your plans to yourself, and go about the business of change, with no need for group approval? ""Zabriskie Point"" is definitely a ""period piece"" - full of slang, uniforms, somewhat surreal film moments (after all, this is a film by the man who gave us the amazing ""Blow Up"" of 1966), and the era's artifacts, but it is more. It presents options for cultural revolution, and going by Antonioni (who DOES seem to be supportive of it), the youth are too self-involved to see what is needed for radical success. Because of this, it becomes a powerful, frightening film that applies to anyone, any time, any place.",1
"""Zen and the Art of Lanscaping"", written and directed by David Kartch is a short film about a young man named David (his friends call him Zen) and what transpires in one strange day of his life. Zen works as a lanscaper for an upper-middle class family. The lady of the house tries to get Zen to help her cheat on her husband. Unfortunately, her son walks in on them instead of her husband. From this point on the movie starts to speed through many revelations between the characters along with the eventual involvement of the man of the house. ""Zen and the Art of Landscaping"" is witty, smart and overall very well written. The comedic timing of the actors is also very strong. It's a fun, light movie that I would strongly recommend.",1
"""Zu:The warriors from magic mountain"" was and is an impressive classic! You never would have guessed it was made in 1983. Tsui Hark's use of special effects was very creative and inventive. (He continued doing this in the Chinese Ghost Story trilogy and later productions.) Even now it can measure up to other movies in this genre. ""Legend of Zu"" is connected to ""Zu""warriors from magic mountain""! It is not necessary to have seen this movie to understand the plot of this one. The plot is a bit hard to follow. But to be honest it doesn't matter. It is all about the action and adventure! I always was wondering what Tsui Hark would do if he got his hands on CGI. Now we know,he made this movie. Maybe it sometimes is too much but the overall result is so beautiful that I am not going to be critical about that. There is so much happening on the screen,you simply won't believe! I think it is a big shame that this movie wasn't shown in theaters here in Holland. Because this movie is screaming for screen time in cinemas! This movie easily can beat big budget Hollywood productions like ""Superman Returns"" or Xmen 3. The only thing I do have to mention is the lack of humor! In most of Tsui Harks's movies he combines drama,fantasy,martial arts and humor. Somehow it is missing in this movie. Again I am not going to be picky about these small matters. ""Legend of Zu"" delivers on the action front with the most beautiful special effects you will see. A true classic!",1
"""ZZZZZZZZZZZZZZZZZZ""! If IMDb would allow one-word reviews, that's what mine would be. This film was originally intended only for kids and it would seem to be very tough going for adults or older kids to watch the film. The singing, the story, everything is dull and washed out--just like this public domain print. Like other comedy team films with roots in traditional kids stories (such as the awful SNOW WHITE AND THE THREE STOOGES and the overrated BABES IN TOYLAND), this movie has limited appeal and just doesn't age well. Now that I think about it, I seriously doubt that many kids nowadays would even find this film enjoyable! So my advice is DON'T watch this film. If you MUST watch an Abbott and Costello film, almost any other one of their films (except for A&C GO TO MARS) would be an improvement.",0
"### Spoilers! ### <br /><br />What is this movie offering? Out of control editing and cinematography that matches up with a terrible plot. It is sad to see Denzel Washington's talents go wasted in trashes like this.We are certainly hinted how the Mexicans cannot save themselves, outside forces needed, possibly militaristic, American ones. And we know the father is a shady character, he is a Mexican after all, unlike the wife who appreciates Creasey more because he is American. He killed all of them thinking she died. And did she? Of course, she won't, she is a young kid and you are not supposed to hurt the sensibilities of the Hollywood fan. The trade off scene was the only thing that prevents me from rating it below the ""implausibly successful""(as some critic pointed out)'Taken'. The nausea of such movies will take time to go. It is in the rating of such movies that we have to doubt IMDb's credulity.7.7 for a movie like this and 7.0 for My Own Private Idaho. Go figure! Mine will be in the range of 3.5-4.0",0
"#1 Vampires vs. Humans<br /><br />#2 Military-reject roughneck squad as first responders to dangerous, unknown Vampire incursions.<br /><br />#3 Sexy female Vampire on the side of the ""good guys"".<br /><br />#4 Plenty of gore and action.<br /><br />There are four (4) major plot devices that may help you decide if you want to watch this movie. If you want all four, then the next plot device may not deter you...<br /><br />#5 In outer space.<br /><br />That last one almost got me too, but I'm glad I watched. In a pile of terrible direct-to-video horror that is the Sci-Fi channel Halloween marathon... this movie is a breath of fresh air. It will stand-up against any of the other Sci-Fi channel offerings, and even against the other Vampire movie Natassia starred in (who keeps giving Uwe Boll money?).",0
"#3 in young John Travolta's trilogy of blockbusters. He dances to disco, rock 'n' roll and country. He heads to Houston to find work and love. Gilley's is the hot spot, and it is the time of the mechanical bull. Not to be outdone, I rode the bull at a club in Nashville. I recently saw this nearly forgotten film on television and remembered how good it was and how good a year 1980 was. I wore a black cowboy hat that year just like Travolta. Debra Winger was in her prime. She looks stunning in her red top. There is plenty of charisma. Bud and Sissy seem the ideal couple even if they are trailer trash. They split up just because it feels so good getting back together. Urban Cowboy has an amazing soundtrack. We get to hear Lyin' Eyes by The Eagles and Lookin' For Love by Johnny Lee.",1
"$25,000 Pyramid Clues: Deep Blue Sea. Tremors. Slither. Eight Legged Freaks.<br /><br />Pyramid Category: Movies that were funnier and more thrilling than Snakes on a Plane.<br /><br />Hell, with that definition I'd have to include the relatively harrowing journey of Ted and Elaine in Airplane! as superior to Snakes in both laughs and thrills.<br /><br />The sad truth is that this isn't even close to the mother of all unintentionally intentional funny snake movies: Anaconda! Besides the never to be seen again casting of JLo-Cube-O.Wilson-Stoltz-Wuhrer in the same flick, you had Jon Voight pulling off the all-time cinematic heist. His final scene alone represents everything SOAP tried and failed to do as a ""so-ludicrous-it's-fun"" movie.<br /><br />In the end, Snakes on a Plane is definitive proof that studio execs and fanboys make the worst collaborators possible. Every big scene had been discussed and dissected so much the last year, all that was left to amuse by opening night was the amount of fanboy flop-sweat that had to be mopped up at my theater. I heard more forced laughs here than at a studio taping for ""According to Jim"".",0
"( HR is what Himesh is called in the movie, I think he likes it too. ) It's amazing how intelligent people, talented even fall in to the same trap.<br /><br />I really like Reshamiya. It's amazing what he has done. No one in recent years has come back from the wilderness and made a mark for himself.<br /><br />And I truly expected a great film ( What with the budget of 50 Cr and the cute actress ). As intense as Reshamiya is I thought, he would excel at a sentimental and an emotional role. Ironically he is depicted the same but for what care? Sheer incompetence, carelessness, awful acting, banal background music, insensitive direction make it a real pain.<br /><br />Blunders rule. ( Ex. How can German Police issue public instructions on a loud speaker in English? They communicate among themselves in English!) Unfortunately this incompetence has become the standard in main line Bollywood. There are some excellent directors but many a bad ones too. The worse thing is that the majority just doesn't care.<br /><br />Songs are the only saving grace...<br /><br />Please don't repeat this HR and find yourself a good director ( low budget.. No problem).<br /><br />The villain should really have shaved his head instead of the wig you know... after all it's a 50Cr movie.",0
"((NB: Spoiler warning, such as it is!))<br /><br />First off, this is a teen slasher flick -- the Spam-In-A-Cabin genre, as Joe Bob Briggs piquantly put it. If you're looking for Roshambo, this isn't it and wasn't going to BE it. I'm desperately unimpressed by stabs at its cinematography, directing or acting performances.<br /><br />Secondly, this wasn't Zuniga's first horror flick, it was her first screen appearance period, cinema, TV, whatever. For what it is worth; neither is Daphne Zuniga Susan Sarandon or Katherine Hepburn.<br /><br />Thirdly, you have to give even a lame slasher flick props. Sure, it follows the deeply insulting formulaic message of its genre: any young woman having or showing interest in sex is beef on the hoof, and the harvest time is now.<br /><br />Except this one gives the chop to the sweet, virginal protagonist as well! Now THERE is a mediocre teen death film that has the courage of its convictions! Interesting that this was said ingenue's only film role. Another One Hit Wonder, except that term gives the lass too much credit.<br /><br />(Then again, this film probably has one of the highest percentage of one-movie actors in history. Of the nineteen credited actors, a whopping thirteen never appeared in any other film. Three appeared in one other movie by the same producers. Only one other besides Zuniga has as many as six screen credits. What was this, the Has Been And Never Were Mutual Aid Society?)<br /><br />Granted, I saw this a long time ago on late night cable when I was bored and never anticipate being that bored in my life again, but I see no reason to hunt down everyone involved and toss them in the incinerator with Joanne.<br /><br />2/10.",0
"(***Minor spoilers***)<br /><br />If there's something in the world of silent clowns that puzzles me, it is that Charley Chase never got his well deserved ""break through"" in the movies. Oh well, maybe it isn't that strange, really, inasmuch as he never starred in any full-length features. But when I think of it, such an explanation makes it all only more mysterious -- because why the heck didn't Chase get any offers to play the leading lead in features? One explanation is that his character, no matter how amusing, was simply too realistic to suit a longer story; without the burlesque elements that Chaplin, Keaton, Lloyd, Langdon and other comedians possessed, it can be assumed that the comedy he made and which worked so well for twenty minutes would get repetitive after a few more reels. I don't quite buy this, though, as Chase's gag construction is magnificent and could, I believe, at its best maintain the interest of viewers alone for a longer period; at least I am tempted to think so when MIGHTY LIKE A MOOSE runs the show.<br /><br />Mr. Moose isn't extraordinary handsome, and Mrs. Moose is hardly a ""classic beauty;"" he possesses the truly biggest front teeth of any human being on the planet, and she has a remarkably large nose. Both of them takes plastic surgery without the other's knowledge, and when they meet by accident just a little later, he doesn't recognize his wife and she doesn't recognize her husband. A number of hilarious misunderstandings begin, with many clever gags all the way through. I don't think I'll reveal anything further, to make the viewing more enjoyable for you. Because if you're a fan of silent comedies, or even if you aren't, MIGHTY LIKE A MOOSE offers so many memorable moments within such a short time that I would look upon it as a downright shame not to see it; silly indeed, but no less extremely funny.",1
"(48 out of 278 people found this comment useful, and counting...)<br /><br />People are such suckers for image and looks - as much as for the intellectually hollow ""idealism"" that lurks behind Communism. Che's charisma and looks have as much to do with his iconic stature as the misinformation that has been spread by Leftist propaganda (such as this movie) about him.<br /><br />I don't know what's worse: being captured by one of Che's murder-squads or having to sit through 4 hours of this typically Soderberghian garbage. The question isn't why this pet-project was made but what took them so long. By ""them"" I'm referring, of course, to Left-wing Hollywood and its ""secret"" love of Marxist tyrants (Lenin, Castro... take your pick). I am fascinated that it took decades for one of Tinseltown's least talented liberal directors to finally take on such an irresistibly biased propaganda project. Where was Oliver Stone all these years? Robert Redford? Tim Robbins? Warren Beatty? Alan Pakula? George Clooney? Barbra Streisand even? It's a mystery. All these overrated ""artists"" have often indulging themselves in similar, politically one-sided projects, yet somehow Che Guevara, who is arguably the most popular and well-known Communist, hasn't been a film topic of theirs yet.<br /><br />""Guerrilla"" has all the hallmarks of an American truth-bending story of an epic scale; there is as much factual detail to be found here as in other similar Hollywood big-budget political fairy-tale bios such as ""Malcolm X"" or ""Gandhi"", i.e. almost none. The movie stars Del Toro as the famous Argentinian revolutionary. Nevertheless, however controversial and criminal this man's actions may have been, one thing nobody could take away from him: he was an intelligent manipulator who came from a rich family - which is why Del Toro fits the bill only visually. Del Toro may be an interesting, charismatic actor and he may resemble Guevara physically, but he exudes no intellectual qualities whatsoever, hence he makes Guevara come off as too primitive. Casting such mediocrities as Bratt, Philips and Franka Incompetente only underlines the director's lack of sound judgment.<br /><br />The movie is to the most part extremely slow (no surprise there), and visually uninteresting. Even a director as brilliant as Kubrick would have carefully considered releasing a movie that goes beyond the 3-hour mark, so it's quite telling that this Soderbergh, who has only made one or two solid movies and early on in his career, would think that His Oceanic Grandness was up to the task. If you think the film's length indicates that a bulk of Che's life has been shown here - then think again. Soderbergh focuses on Che's last phase, and a lot of the movie is tedious jungle nonsense, full of Guevara's alleged idealism. (Psychopaths don't have ideals.) I do wonder what kind of a mind this highly esteemed director has to have to actually choose to ignore some of Che's earlier life. Did he actually consider it too uninteresting? A massacre of 600 people holds no interest for the viewer, huh? Amazing. Some much better directors than this over-praised charlatan would have easily fit not one but two complete biographies into a 4-hour movie.<br /><br />Soderbergh, in a sense, becomes an accomplice by never addressing the negative, dark side - which is more than 90% - of Guevara. By spreading this kind of historical inaccuracy, consciously ignoring the ugly truth (God forbid he should taint the holy image of Che), Soderbergh proves himself not a humanist - a fake image which most Hollywood and pop music personalities struggle very hard all their careers to uphold - but the opposite: that he cares only about ideas, never about the people on whom these ideas are tested (like on guinea pigs). Soderbergh and the like are elitists of the worst kind; such people often have a latent contempt for the ""proleteriat"" (what a stupid term) they're supposedly siding with.<br /><br />Half of all students around the world wear Che's image on their red and orange shirts, but without ever knowing why. He has become an iconic figure for clueless, uninformed, very often young people, who think that by having this man's face on their chest that somehow makes them appear ""edgy"", intellectual, hip or interesting. In reality, wearing a Che shirt only underlines one's overall shallowness and total disinterest in self-education. (Wouldn't YOU want to find out more about a person before you start advertising his/her face to the world?) Wearing Che's by-now cliché image has become as common as having a Bart Simpson coffee cup. All those ""Che-wearers"" probably know more about Marge's blue hair than they'll ever read up on about Fidel Castro's dead ally.<br /><br />After everything that'd been done in the name of Marx, one would think that these mongrel ""ideals"" would be finally laid to rest. It seems mankind will never learn. Stalin, Mao, Kim Il, Pol Pot, Castro, Milosevic, Ceausescu, the Iron Curtain, a hundred million dead, more than a billion ruined physically and/or mentally through this system... so none of that matters, huh? <br /><br />The fact that Del Toro won a Cannes Award should only surprise those who are absolutely clueless as to how Cannes and other European festivals work - and vote. Hint: Sean Penn headed a jury not long ago.<br /><br />For my music-related rants, go to: http://rateyourmusic.com/collection/Fedor8/",0
"(A possible minor spoiler) The first ""Jurassic Park"" was an effective, but silly film that did it's job and was actually pretty good. The sequel ""The Lost World"" had a few decent moments, but those were ruined by the lame end portion of the film which had a T-Rex running amok in San Diego. Now in ""Jurassic Park III,"" what little story there was in the first one and the sequel, has been thrown out the window and replaced by a mere 90 minutes of basically non-stop action, which would have worked had the film not been so poorly done.<br /><br />Sam Neill is back as Dr. Grant, who is given a proposition by a couple (William H. Macy & Tea Leoni) to come with them to an island to help them find their son, who's been lost for over 2 months. But of course this island just happens to be populated by dinosaurs and of course the plane the are on just happens to crash leaving them stranded with a bunch of dinos after them.<br /><br />This one was obviously intended as a thrill ride, with no real story whatsoever, but even on that level the movie doesn't deliver. Director Joe Johnston (""Jumanji"") somehow managed to take what little magic was left in the ""Jurassic"" movies and squeeze the life right out of it.<br /><br /> The dinos look okay, though by now they're just standard fair and not very scary. The bottom line is it's not a very good film, even as a thrill ride. * out of 4 stars.",0
"(A possible spoiler or two) <br /><br /> ""Soul Survivors"" is quite possibly the worst theatrical released movie ever. Nothing makes sense at all, there's some plot about a girl who has strange visions of people who may or may not be dead. The entire movie is just a bunch of random shots of things that don't really tie together, by the end of the film. <br /><br /> Tha acting is non-existent, the camera work is jerky and the script is so confusing, it just makes the movie even harder to watch.<br /><br /> I kept waiting for something to tie the movie together but nothing came. Definitely the worst film of the year. -****1/2 stars.",0
"(aka: BLOOD CASTLE or SCREAM OF THE DEMON)<br /><br />*spoiler*<br /><br />This was a drive-in feature, co-billed with THE VELVET VAMPIRE. A Spanish-Italian co-production where a series of women in a village are being murdered around the same time a local count named Yanos Dalmar is seen on horseback, riding off with his 'man-eating' dog behind him.<br /><br />The townsfolk already suspect he is the one behind it all and want his castle burned down. The murders first began around the time Count Yanos' older brother, Count Igor Dalmar was horribly burned and killed in a lab accident.<br /><br />Then a woman Ivanna (Erna Schuer) that Igor hired before his death to assist him in his experiments shows up. Yanos agrees to hire her in place of his brother and together they seek the formulae for the regeneration of dead cells. Yanos wants to bring Igor's charred corpse back to life.<br /><br />But of course Igor is still alive (although horribly burned) and stalking and killing the women in the village. We see his char-broiled face appear at various points in the film, so we know he's still alive, making the whole thing seem a little bit too obvious.<br /><br />Igor meets another fiery end when he gets into a fight with Yanos over Ivanna, with the burning candles falling on to the same bed that Igor stumbles on to, meeting yet another, final char-broiled end.<br /><br />The Retromedia DVD is taken from a VHS source and looks quite grainy and bad. Other than an even scratchier trailer, no other extras are included. Although it has a nice, creepy Spanish castle and good atmospherics, I found it to be fairly boring and predictable, with no excitement or mystery, whatsoever. <br /><br />3 out of 10.",0
"(aka: DEMONS III)<br /><br />Made for Italian TV although shot in English and was never meant to be a sequel to the earlier DEMONS films. It was supposed to be simply titled, THE OGRE, which is how director Lamberto Bava had released it.<br /><br />An American family rents an Italian villa for the summer. The woman (Virginia Bryant) has recurring dreams of herself as a little girl going down to the old wine-cellar of this villa an encountering this cocoon-like structure hanging down from the ceiling. It glows and is covered in cobwebs and has what looks like spider or insect legs hanging down from it. It drips what looks like green paint.<br /><br />Of course the husband doesn't believe any of this. The villa just is old and creaks and makes strange noises in the middle of the night and she should just ignore it.<br /><br />But then the OGRE itself appears in what looks like some kind of 16th Centaury costume with what looks like a wolf's head attached to it and it's attracted to the scent of orchids.<br /><br />The films isn't really that bad and at least the dialog is halfway intelligent without the ridiculous awkward phrases that dubbing would bring. There's no real gore other than some skeletons rotting in a basement pond that really looks like the bottom of a modern swimming pool. The OGRE itself just simply fades away after it is run over by the family's Jeep Cherokee. <br /><br />The copy of the Shriek DVD I watched was defective, with the picture going black for a few seconds about a half an hour into the film, a flaw I hope Shriek has since corrected. Extras include a short interview with Lamberto Bava where he explains how this wasn't a sequel, etc..etc...along with some trailers to other Shriek DVD releases. This is pretty standard stuff.<br /><br />3 out of 10<br /><br />",0
"(aka: The Bloodsucker Leads the Dance)<br /><br />Lots of naked babes in this one with a couple of lesbo scenes thrown in. The film is supposed to take place in Ireland but it looks more like Rome and the Adriatic to me.<br /><br />Gothic lesbians get invited to a Count's island castle for the weekend. One by one they seem to be missing their heads due to a madperson running around.<br /><br />It's not very scary or bloody and the rooms look like they are lit with floodlights even though candles are lit. Go figure...(sic)<br /><br />Dubbing is worse than usual and the plot only serves as an excuse for the eroticism and nudity. Directed by euro horror actor Alfredo Rizzo, this is one snoozer.<br /><br />Pretty boring 2 out of 10",0
"(aka: TRINITY IS STILL MY NAME) This sequel looks like it was done to capitalize on the outstanding European box-office success of THEY CALL ME TRINITY, only this time Joseph E. Levine and Avco-Embassy pictures wanted to capitalize on it in America as well. Too bad they didn't get very far since the Hill/Spencer pictures have had only had marginal success here in the U.S., and this largely boring, drawn-out film doesn't help it out any.<br /><br />Trinity and Bambino swear to their dying father (Harry Carey Jr.) that they will become successful outlaws and take care of each other. They later get involved with arms-traffickers who smuggle guns out of a monastery, and who mistakenly think they're a pair of federal agents. It all winds up falling flat in spite of a couple of funny scenes, especially the one where Trinity and Bambino are in a fancy French restaurant and don't know how to carry themselves. And the scenes with the card sharks was mildly humorous as well.<br /><br />The opening title music sung by Gene Roman sounds like a fair Bobby Goldsboro-like early 70s pop song while the music cues sprinkled throughout the movie are pretty good. Not sure if I'd want to buy the CD soundtrack of it but some others might.<br /><br />The film could have had a half hour whacked off of it and it wouldn't have dragged on for so long. It looks like a lot of scenery is being chewed up here. In fact, I lost interest in it about 2/3rds of the way through. The DVD is also terrible, with a constant hum in the soundtrack and a poor print that looks like it should have been sent to that great scrap heap in the sky.<br /><br />A big step down from the previous film.<br /><br />4 out of 10",0
"(As a note, I'd like to say that I saw this movie at my annual church camp, where the entire youth group laughed at it. I bought it when I saw it on a shelf one year later, if only for the humor I derived from a bad attempt at making an evangelical movie.)<br /><br />Lay it Down falls short of many movie fans' expectations on several different planes. Most of the problems lie within the impersonal acting. Regardless of the nice cars in the film, or the truth in Christ's sacrifice for you, as a movie AND witnessing tool, Lay it Down hardly delivers. <br /><br />Most good opinions of the movies are supported by Christians agreeing with the message. While it's easy for a Christian to agree with the points delivered, the audience hardly ever witnesses life outside a cliché. The fighting scene between Ben and his brother is horribly dubbed. And there are at least three blatant typos in the subtitles.<br /><br />I encourage anyone to watch the movie a second time with the director's commentary on. It really helps you understand just why the movie was written how it was. The director's views on secular society are practically opposite of what would cater to a movie-goer's needs: he shows a pedantic understanding of Nonchristians, as well as some points of religious conflict; most of the editing, he admits, was rushed, but ""satisfactory""; he thought the over-used transitions and themes to be effective; and was completely happy with the acting. <br /><br />He also inserted motifs that he was rather proud of: -All (read: most) of the names are significant. Ben Destin = ""Been Destined"", Gus Pelman = ""Gospel Man"", Nicky D = Nicodemus. -The car doing donuts is symbolic of the circling nothingness that is a life without Christ. -When Ben leaves on Pete's motorcycle, he crosses his crutches to form a ""cross"".<br /><br />I'm not making any of those up. He throws around things like this in between saying while street racers and the like ""blow their brains out with guns"", and how ""God is in control when your born and when your die"". Yes, that was not a typo. He really says that.<br /><br />I have (little) forgiveness reserved for this movie. The ""cool cars"" and ""good message"" don't do jack to make this movie good. However, the movie was made from a group of unprofessional individuals on a budget less than 1/100th of ""The Fast and the Furious's"", and the time limit was unforgiving. With that in mind, I give it a score of 2/10, instead of the 1/10 I so dearly think it deserves.",0
"(Avast, slight spoilers ahead) I got this tape from my local library, which keeps a copy for obvious reasons.<br /><br />I once went to the town of Matewan, West Virginia, and in a little museum there I saw the schedule for the town theatre citra May 1954. Movies would change at the theatre each day. As there would be no TV for another decade or so in those parts, this was much of the available entertainment in the town. ""The Raid"" seems to have been made for towns like Matewan in the 1950's. Although it wasn't listed for that month, I am sure showed there some Monday or Tuesday night for an audience which probably wasn't too demanding. The historical raid - daring and remarkably successful - didn't seem to have been very well researched, so the movie is full of Hollywood embellishments, including a loose cannon played by Lee Marvin. Marvin uses the opportunity to practice being Liberty Valance. And St. Albans seems to have had more Yankee soldiers coming and going through the town than Washington D.C. had.<br /><br />What really made me snicker was when the raiders change into their Confederate uniforms. Only in tacky Civil War paintings do Rebel uniforms look so pristine. When Anne Bancroft's son catches Van Heflin in his uniform just before the raid, I expected the boy to think it was Halloween.<br /><br />And then there's Anne Bancroft herself. While watching the movie I actually looked on the IMDb to see if there was a second Anne Bancroft. The then-studio contract actress looks nothing like in her later films, and has none of the presence she would later have in ""The Miracle Worker,"" ""Agnes of God,"" and of course ""The Graduate.""<br /><br />Worth seeing if only 1). you live in St. Albans and 2). you have a couple hours to kill on a Hollywood fictionalization of your home town's biggest news story.",0
